ID,YEAR,COUNTRY,LATITUDE,LONGITUDE,DISASTER_TYPE,HOUSES_AFFECTED,TOTAL_DEATHS,TOTAL_INJURIES,TOTAL_DAMAGE_MILLIONS_DOLLARS
440,2016,Japan,32.88,131.1,volcano,0,0,0,0
441,2017,Italy,37.734,15.004,volcano,0,0,10,0
442,2017,Indonesia,3.17,98.392,volcano,0,0,0,0
443,2017,Indonesia,3.17,98.392,volcano,0,0,0,0
444,2017,Guatemala,14.473,-90.88,volcano,0,0,0,0
445,2017,Indonesia,-7.2,109.92,volcano,0,8,11,0
446,2017,Italy,40.827,14.139,volcano,0,3,0,0
447,2017,Vanuatu,-15.4,167.83,volcano,0,0,0,0
448,2017,Indonesia,-7.542,110.442,volcano,0,8,8,0
449,2018,Papua New Guinea,-3.62,144.62,volcano,0,0,0,0
450,2018,Papua New Guinea,-3.62,144.62,volcano,0,0,0,0
451,2018,Papua New Guinea,-4.1,145.061,volcano,164,0,0,0
452,2018,Philippines,13.257,123.685,volcano,0,0,1972,4
453,2018,Japan,36.62,138.55,volcano,0,1,11,0
454,2018,United States,19.425,-155.292,volcano,0,1,3,0
455,2018,Indonesia,-8.058,114.242,volcano,0,0,30,0
456,2018,Vanuatu,-15.4,167.83,volcano,0,4,0,0
457,2018,United States,19.425,-155.292,volcano,700,0,1,0
458,2018,Guatemala,14.473,-90.88,volcano,186,165,55,0
459,2018,United States,19.425,-155.292,volcano,0,0,23,1
460,2018,Vanuatu,-16.25,168.12,volcano,0,0,0,0
461,2018,Indonesia,-6.102,105.423,volcano,2844,437,14059,0
462,2018,Italy,37.734,15.004,volcano,15,0,28,114
463,2019,Papua New Guinea,-4.1,145.061,volcano,0,0,0,0
464,2019,Indonesia,3.17,98.392,volcano,0,0,0,0
2550,1900,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
2551,1900,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
2552,1900,PAPUA NEW GUINEA,-4.325,152.24,tsunami,,,,
2554,1901,USA,36.605,-121.888,tsunami,,,,
2555,1901,USA,21.3067,-157.867,tsunami,,,,
2556,1901,USA,19.087,-155.553,tsunami,,,,
2557,1901,USA,19.38,-155.9,tsunami,,,,
2558,1901,USA,19.2,-155.9,tsunami,,,,
2559,1901,USA,19.63,-155.99,tsunami,,,,
2560,1901,USA,19.57,-155.95,tsunami,2,,,
2561,1901,USA,20.186,-155.906,tsunami,1,,,
2562,1901,USA,19.477,-155.922,tsunami,,,,
2563,1901,USA,60.55,-151.25,tsunami,,,,
2564,1901,JAPAN,29.25,129.45,tsunami,,,,
2565,1901,JAPAN,32.433,131.667,tsunami,,,,
2566,1901,JAPAN,26,126,tsunami,,,,
2567,1901,JAPAN,38.3,141.5,tsunami,,,,
2568,1901,JAPAN,38.3,141.5,tsunami,,,,
2569,1901,JAPAN,39.65,141.983,tsunami,,,,
2570,1901,JAPAN,43.35,145.583,tsunami,,,,
2571,1901,JAPAN,43.35,145.583,tsunami,,,,
2572,1901,JAPAN,43.35,145.583,tsunami,,,,
2573,1901,JAPAN,31.582,131.405,tsunami,,,,
2574,1902,USA,32.715,-117.174,tsunami,,,,
2575,1902,GREECE,40.633,22.933,tsunami,,,,
2576,1903,USA TERRITORY,13.47,144.83,tsunami,,,,
2577,1903,CHILE,-20.217,-70.156,tsunami,,,,
2578,1903,CHILE,-28.467,-71.22,tsunami,,,,
2580,1903,USA,19.139,-155.507,tsunami,,,,
2581,1903,USA,19.139,-155.507,tsunami,,,,
2582,1903,USA,19.139,-155.507,tsunami,,,,
2583,1903,USA,21.025,-156.613,tsunami,,,,
2584,1903,USA,21.192,-156.986,tsunami,,,,
2585,1903,USA,59.67,-153.33,tsunami,,,,
2586,1903,USA,21.3067,-157.867,tsunami,,,,
2587,1904,USA,46.28,-123.7,tsunami,,,,
2588,1904,USA,47.8,-123.63,tsunami,,,,
2589,1904,USA,47.78,-123.6,tsunami,,,,
2590,1904,USA,47.7,-123.31,tsunami,,,,
2591,1904,USA,47.3,-123.68,tsunami,,,,
2592,1904,RUSSIA,52.97,158.5,tsunami,,,,
2594,1905,USA,60,-139.58,tsunami,,,,
2595,1905,USA,59.99,-139.4,tsunami,,,,
2596,1905,USA,59.97,-139.55,tsunami,,,,
2597,1905,USA,60.03,-139.7,tsunami,,,,
2598,1905,JAPAN,35.7,140.9,tsunami,,57,,
2599,1906,USA,32.715,-117.174,tsunami,,,,
2600,1906,USA,32.715,-117.174,tsunami,,,,
2601,1906,USA,32.715,-117.174,tsunami,,,,
2602,1906,USA,37.807,-122.465,tsunami,,,,
2603,1906,USA,37.807,-122.465,tsunami,,,,
2604,1906,USA,37.807,-122.465,tsunami,,,,
2605,1906,USA,19.7303,-155.0553,tsunami,,,,
2606,1906,USA,21.3067,-157.867,tsunami,,,,
2607,1906,USA,21.3067,-157.867,tsunami,,,,
2608,1906,USA,20.895,-156.477,tsunami,,,,
2609,1906,USA,39.18,-123.67,tsunami,,,,
2610,1906,USA,19.733,-155.067,tsunami,,,,
2611,1906,USA,20.898,-156.472,tsunami,,,,
2612,1906,USA,19.64,-156,tsunami,,,,
2613,1906,USA,20.8,-156.51,tsunami,,,,
2614,1906,USA,20.78,-156.53,tsunami,,,,
2615,1906,USA,46.15,-125.3667,tsunami,,,,
2616,1906,USA,59.22,-151.73,tsunami,,,,
2617,1906,USA,37.893333,-122.666111,tsunami,,,,
2618,1906,COLOMBIA,1.783,-78.85,tsunami,,,,
2619,1906,COLOMBIA,2.56667,-77.88333,tsunami,98,,,
2620,1906,COLOMBIA,1.833,-78.733,tsunami,,,,
2621,1906,COLOMBIA,1.78,-78.62,tsunami,,,,
2622,1906,COLOMBIA,3.037,-77.564,tsunami,,,,
2623,1906,COLOMBIA,1.81,-78.81,tsunami,,,,
2624,1906,COLOMBIA,1.659,-78.747,tsunami,,,,
2625,1906,COLOMBIA,1.65,-79,tsunami,,,,
2626,1906,COLOMBIA,3.052,-77.61,tsunami,,,,
2627,1906,COLOMBIA,2.53,-78.33,tsunami,,,,
2628,1906,COLOMBIA,2.7317,-77.7917,tsunami,,,,
2629,1906,COLOMBIA,3.886,-77.07,tsunami,,,,
2632,1906,COLOMBIA,1.65,-78.16,tsunami,30,,,
2633,1906,COLOMBIA,2.58,-78.23,tsunami,46,,,
2634,1906,COLOMBIA,2.63,-78.09,tsunami,,,,
2635,1906,JAPAN,38.3,141.5,tsunami,,,,
2636,1906,JAPAN,38.3,141.5,tsunami,,,,
2637,1906,JAPAN,41.7187,140.7247,tsunami,,,,
2638,1906,JAPAN,41.7187,140.7247,tsunami,,,,
2639,1906,JAPAN,32.433,131.667,tsunami,,,,
2640,1906,JAPAN,33.467,135.783,tsunami,,,,
2641,1906,JAPAN,33.467,135.783,tsunami,,,,
2642,1906,JAPAN,35.167,139.617,tsunami,,,,
2643,1906,JAPAN,35.66,139.55,tsunami,,,,
2644,1906,JAPAN,32.733,129.867,tsunami,,,,
2645,1906,JAPAN,32.683,129.817,tsunami,,,,
2647,1906,CHILE,-18.467,-70.333,tsunami,,,,
2648,1906,CHILE,-27.067,-70.833,tsunami,,,,
2649,1906,CHILE,-35.333,-72.417,tsunami,,,,
2650,1906,CHILE,-29.95,-71.3353,tsunami,,,,
2651,1906,CHILE,-37.02,-73.15,tsunami,,,,
2652,1906,CHILE,-33.09,-71.73,tsunami,,,,
2653,1906,CHILE,-34.98,-71.23,tsunami,,,,
2654,1906,CHILE,-20.217,-70.156,tsunami,,,,
2655,1906,CHILE,-35.53,-71.72,tsunami,,,,
2656,1906,CHILE,-36.733,-72.983,tsunami,,,,
2657,1906,CHILE,-33.593333,-71.621667,tsunami,,,,
2658,1906,CHILE,-35.47,-71.67,tsunami,,,,
2659,1906,CHILE,-25.4081,-70.4917,tsunami,,,,
2660,1906,CHILE,-36.617,-72.95,tsunami,,,,
2661,1906,CHILE,-33.033,-71.633,tsunami,,,,
2662,1906,CHILE,-33.6217,-78.833,tsunami,,,,
2663,1906,CHILE,-35.096,-72.021,tsunami,,,,
2664,1906,CHILE,-34.7539,-72.0856,tsunami,,,,
2665,1906,CHILE,-35.22,-72.283,tsunami,,,,
2666,1906,CHILE,-36.08,-72.7954,tsunami,,,,
2667,1906,CHILE,-52.94,-74.55333,tsunami,,,,
2668,1906,PERU,-18.056,-70.248,tsunami,,,,
2669,1906,FRENCH POLYNESIA,-8.933,-140.083,tsunami,1,,,
2670,1906,PAPUA NEW GUINEA,-5.6,148,tsunami,,,,
2671,1906,PAPUA NEW GUINEA,-5.8,148.5,tsunami,,,,
2672,1906,PAPUA NEW GUINEA,-6.598,147.857,tsunami,,,,
2673,1906,PAPUA NEW GUINEA,-6.598,147.857,tsunami,,,,
2674,1906,PAPUA NEW GUINEA,-6.7,147.7667,tsunami,,,,
2675,1906,PAPUA NEW GUINEA,-6.494,147.83,tsunami,,,,
2676,1906,PAPUA NEW GUINEA,-5.217,145.8,tsunami,,,,
2677,1906,PAPUA NEW GUINEA,-6.76,147.9,tsunami,,,,
2678,1906,PAPUA NEW GUINEA,-8.667,148.4,tsunami,,,,
2679,1907,INDONESIA,5.5,95.3,tsunami,,,,
2680,1907,INDONESIA,2.86,95.59,tsunami,,,,
2681,1907,INDONESIA,4.4,126.7,tsunami,,,,
2682,1907,INDONESIA,-0.95,100.3667,tsunami,,,,
2683,1907,INDONESIA,1.2667,97.5667,tsunami,,,,
2684,1907,INDONESIA,0.55,99.1167,tsunami,,,,
2685,1907,INDONESIA,2.008,98.403,tsunami,,,,
2686,1907,INDONESIA,4.167,96.15,tsunami,,,,
2687,1907,INDONESIA,-0.05,98.2667,tsunami,,,,
2688,1907,INDONESIA,1.729,98.785,tsunami,,,,
2692,1907,INDONESIA,-1,98.7,tsunami,,,,
2693,1907,JAMAICA,18.267,-76.767,tsunami,,,,
2694,1907,JAMAICA,18.233,-76.667,tsunami,,,,
2695,1907,JAMAICA,18.2,-76.567,tsunami,,,,
2696,1907,JAMAICA,17.967,-76.8,tsunami,,,,
2697,1907,JAMAICA,18.4,-77.1,tsunami,,,,
2698,1907,JAMAICA,18.367,-78.317,tsunami,,,,
2699,1907,JAMAICA,18.167,-76.45,tsunami,,,,
2700,1907,JAMAICA,18.367,-76.9,tsunami,,,,
2701,1907,JAMAICA,18.433,-77.2,tsunami,,,,
2702,1907,JAMAICA,18.317,-76.8,tsunami,,,,
2703,1907,MEXICO,16.833,-99.917,tsunami,,,,
2704,1907,MEXICO,16.8,-99.35,tsunami,,,,
2706,1907,USA,59.233,-135.433,tsunami,,,,
2707,1908,USA,61.13,-146.33,tsunami,,,,
2708,1908,USA,19.7303,-155.0553,tsunami,,,,
2710,1908,ITALY,38.18,15.561,tsunami,,2,,
2711,1908,ITALY,37.967,15.4,tsunami,,2,,
2712,1908,ITALY,37.8275,15.26917,tsunami,,2,,
2713,1909,JAPAN,35.75,140.867,tsunami,,,,
2714,1909,JAPAN,35.75,140.867,tsunami,,,,
2715,1909,JAPAN,35.033,135.883,tsunami,,,,
2716,1909,MEXICO,16.833,-99.917,tsunami,,,,
2717,1910,USA,37.807,-122.465,tsunami,,,,
2718,1910,USA,64.501,-165.406,tsunami,,,,
2719,1910,USA,64.561,-164.439,tsunami,,,,
2720,1911,TOGO,6.17,1.35,tsunami,,,,
2721,1911,JAPAN,28.136,129.255,tsunami,,,,
2722,1911,JAPAN,26.3706,127.8511,tsunami,,,,
2723,1911,USA,60.88,-148.17,tsunami,,,,
2724,1911,TRINIDAD AND TOBAGO,10.5,-61.25,tsunami,,,,
2725,1912,JAPAN,39.74,142,tsunami,,,,
2726,1913,NEW ZEALAND,-41.617,171.883,tsunami,,,,
2727,1913,NEW ZEALAND,-41.75,171.567,tsunami,,,,
2728,1913,NEW ZEALAND,-41.25,172.117,tsunami,,,,
2729,1913,NEW ZEALAND,-41.75,171.467,tsunami,,,,
2730,1913,PERU,-17.017,-72,tsunami,,,,
2731,1913,USA,21.3067,-157.867,tsunami,,,,
2732,1913,USA,39.314,-74.525,tsunami,,,,
2733,1913,USA,34.42,-119.68,tsunami,,,,
2734,1914,JAPAN,31.583,130.567,tsunami,,,,
2735,1914,PERU,-12.072,-77.163,tsunami,,,,
2736,1914,PERU,-12.04,-77.15,tsunami,,,,
2737,1914,PERU,-17.017,-72,tsunami,,,,
2738,1914,USA,21.3067,-157.867,tsunami,,,,
2739,1914,INDONESIA,-1.7333,135.8167,tsunami,,,,
2740,1914,INDONESIA,-1.6333,135.7,tsunami,,,,
2741,1914,INDONESIA,-3.767,102.267,tsunami,,,,
2742,1914,INDONESIA,-4.529,129.9,tsunami,,,,
2743,1914,GREECE,38.7,20.578,tsunami,,,,
2744,1915,GREECE,38.7,20.578,tsunami,,,,
2745,1915,GREECE,38.46,20.58,tsunami,,,,
2746,1915,JAPAN,38.05,140.917,tsunami,,,,
2747,1915,JAPAN,38.6667,141.446,tsunami,,,,
2748,1916,PAPUA NEW GUINEA,-4.22,152.18,tsunami,,,,
2749,1916,PANAMA,9.35,-82.2,tsunami,,,,
2750,1916,PANAMA,9.333,-82.25,tsunami,,,,
2751,1916,PANAMA,9.333,-82.233,tsunami,,,,
2752,1916,PANAMA,9.333,-81.75,tsunami,,,,
2753,1916,PANAMA,9.4,-82.283,tsunami,,,,
2754,1917,CHINA,24.47,118.08,tsunami,,,,
2755,1917,CHINA,24.7268,118.1474,tsunami,,,,
2756,1917,USA,32.867,-117.257,tsunami,,,,
2757,1917,USA,37.807,-122.465,tsunami,,,,
2758,1917,USA,37.807,-122.465,tsunami,,,,
2759,1917,USA,21.3067,-157.867,tsunami,,,,
2760,1917,USA,21.3067,-157.867,tsunami,,,,
2761,1917,USA,32.715,-117.174,tsunami,,,,
2762,1917,USA,32.715,-117.174,tsunami,,,,
2763,1917,USA,58.204,-134.147,tsunami,,,,
2766,1917,SAMOA,-14.009,-171.7883,tsunami,,,,
2767,1917,SAMOA,-13.8268,-171.7613,tsunami,,,,
2768,1917,SAMOA,-14,-171.8,tsunami,,,,
2769,1917,SAMOA,-14.01,-171.43,tsunami,,,,
2770,1917,SAMOA,-14.044,-171.57,tsunami,,,,
2771,1917,SAMOA,-13.75,-172.31,tsunami,,,,
2772,1917,SAMOA,-13.77,-172.33,tsunami,,,,
2773,1917,TAIWAN,25.15,121.75,tsunami,,,,
2774,1917,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
2775,1917,USA TERRITORY,-14.34,-170.78,tsunami,,,,
2776,1917,PAPUA NEW GUINEA,-3.142,142.35,tsunami,,,,
2777,1918,USA,21.3067,-157.867,tsunami,,,,
2778,1918,USA,21.3067,-157.867,tsunami,,,,
2779,1918,USA,21.3067,-157.867,tsunami,,,,
2780,1918,USA,37.807,-122.465,tsunami,,,,
2781,1918,USA,37.807,-122.465,tsunami,,,,
2782,1918,USA,37.807,-122.465,tsunami,,,,
2783,1918,USA,19.7303,-155.0553,tsunami,,,,
2784,1918,USA,29.3,-94.783,tsunami,,,,
2785,1918,USA,32.715,-117.174,tsunami,,,,
2786,1918,USA,32.715,-117.174,tsunami,,,,
2787,1918,USA,39.364,-74.423,tsunami,,,,
2788,1918,USA,55.46,-133.13,tsunami,,,,
2789,1918,JAPAN,32.433,131.667,tsunami,,,,
2790,1918,JAPAN,32.433,131.667,tsunami,,,,
2791,1918,JAPAN,33.467,135.783,tsunami,,,,
2792,1918,JAPAN,35.167,139.617,tsunami,,,,
2793,1918,JAPAN,38.3,141.5,tsunami,,,,
2794,1918,JAPAN,38.3,141.5,tsunami,,,,
2795,1918,JAPAN,43.2781,145.5678,tsunami,,,,
2796,1918,JAPAN,27.0939,142.195,tsunami,19,,,
2797,1918,JAPAN,35.75,140.867,tsunami,,,,
2798,1918,JAPAN,41.783,140.733,tsunami,,,,
2799,1918,JAPAN,43.283,145.567,tsunami,,,,
2800,1918,JAPAN,43.283,145.567,tsunami,,,,
2801,1918,JAPAN,34.2,136.33,tsunami,,,,
2802,1918,JAPAN,43.35,145.583,tsunami,,,,
2803,1918,JAPAN,27.0939,142.1947,tsunami,,,,
2804,1918,PHILIPPINES,6.6333,124.0667,tsunami,,6,,
2805,1918,INDONESIA,1.0481,121.9514,tsunami,,,,
2806,1918,INDONESIA,3.14276944,125.447833,tsunami,,,,
2807,1918,INDONESIA,1.0878,121.5014,tsunami,,,,
2808,1918,INDONESIA,1.495,124.84,tsunami,,,,
2809,1918,INDONESIA,1.1667,121.4333,tsunami,,,,
2810,1918,RUSSIA,46.53,150.88,tsunami,,,,
2815,1918,RUSSIA,45.9,150,tsunami,,,,
2816,1918,RUSSIA,44.9,147.5,tsunami,,,,
2817,1918,SAMOA,-13.83,-171.767,tsunami,,,,
2818,1918,RUSSIA,45.91486,150.135,tsunami,,23,7,
2819,1918,DOMINICAN REPUBLIC,18.47,-69.95,tsunami,,,,
2820,1918,BRITISH VIRGIN ISLANDS (UK TERRITORY),18.667,-64.65,tsunami,,,,
2821,1918,USA TERRITORY,18.45,-67.133,tsunami,300,32,,
2822,1918,USA TERRITORY,17.867,-66.533,tsunami,,,,
2823,1918,USA TERRITORY,17.959,-66.365,tsunami,,,,
2824,1918,USA TERRITORY,18.463,-66.084,tsunami,,,,
2825,1918,USA TERRITORY,17.983,-66.917,tsunami,,,,
2826,1918,USA TERRITORY,18.5,-67.033,tsunami,,,,
2827,1918,USA TERRITORY,18.08,-67.9,tsunami,,,,
2828,1918,USA TERRITORY,17.983,-66.617,tsunami,,,,
2829,1918,USA TERRITORY,18.448,-66.733,tsunami,,,,
2830,1918,USA TERRITORY,18.484,-67.169,tsunami,,,,
2831,1918,USA TERRITORY,18.367,-67.267,tsunami,,,,
2832,1918,USA TERRITORY,18.4,-67.183,tsunami,,,,
2833,1918,USA TERRITORY,18.45,-65.883,tsunami,,,,
2834,1918,USA TERRITORY,18.333,-64.917,tsunami,,,,
2835,1918,USA TERRITORY,18.329,-64.961,tsunami,,,,
2836,1918,USA TERRITORY,18.5,-67.75,tsunami,,,,
2838,1918,USA TERRITORY,18.201066,-67.153,tsunami,,100,,
2839,1918,USA TERRITORY,18.51,-67.167,tsunami,,8,,
2840,1918,CHILE,-27.067,-70.833,tsunami,,,,
2841,1919,JAPAN,35.167,139.617,tsunami,,,,
2842,1919,JAPAN,32.433,131.667,tsunami,,,,
2843,1919,JAPAN,33.467,135.783,tsunami,,,,
2844,1919,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
2845,1919,USA,32.715,-117.174,tsunami,,,,
2846,1919,USA,37.807,-122.465,tsunami,,,,
2847,1919,USA,19.7303,-155.0553,tsunami,,,,
2848,1919,USA,21.3067,-157.867,tsunami,,,,
2849,1919,USA,19.139,-155.507,tsunami,,,,
2850,1919,USA,19.2,-155.9,tsunami,,,,
2851,1919,USA,19.2,-155.9,tsunami,,,,
2852,1919,USA,19.64,-156,tsunami,,,,
2853,1919,USA,19.57,-155.95,tsunami,,,,
2854,1919,SAMOA,-13.8268,-171.7613,tsunami,,,,
2855,1919,TONGA,-19.78,-174.34,tsunami,,,,
2856,1920,INDONESIA,-0.65,119.68,tsunami,,,,
2857,1920,INDONESIA,0.85,122.8,tsunami,,,,
2858,1920,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
2859,1920,CHILE,-36.683,-73.1,tsunami,,,,
2860,1920,SAMOA,-13.8268,-171.7613,tsunami,,,,
2861,1920,NORWAY,61.9,6.02,tsunami,,,,
2862,1920,NORWAY,60.73,5.65,tsunami,,,,
2863,1920,NORWAY,60.6,4.95,tsunami,,,,
2864,1920,NORWAY,60.383,5.333,tsunami,,,,
2865,1920,ALBANIA,40.5,19.284,tsunami,,,,
2866,1921,INDONESIA,1.494,109.213,tsunami,,,,
2867,1921,INDONESIA,-7.733,109.02,tsunami,,,,
2868,1921,INDONESIA,-8.017,110.35,tsunami,,,,
2869,1922,PAPUA NEW GUINEA,-8.5,143.3,tsunami,,,,
2870,1922,USA,29.3,-94.783,tsunami,,,,
2871,1922,USA,32.715,-117.174,tsunami,,,,
2872,1922,USA,37.807,-122.465,tsunami,,,,
2873,1922,USA,19.7303,-155.0553,tsunami,,,,
2874,1922,USA,21.3067,-157.867,tsunami,,,,
2875,1922,USA,33.717,-118.267,tsunami,,,,
2876,1922,USA,36.97,-122.02,tsunami,,,,
2877,1922,USA TERRITORY,-14.2766,-170.689,tsunami,,,,
2878,1922,AUSTRALIA,-33.85,151.233,tsunami,,,,
2879,1922,AUSTRALIA,-43.1,147.75,tsunami,,,,
2880,1922,CHILE,-23.65,-70.404,tsunami,,,,
2881,1922,CHILE,-27.067,-70.833,tsunami,,,,
2882,1922,CHILE,-26.38,-70.67,tsunami,18,,,
2883,1922,CHILE,-26.34,-79.88,tsunami,,,,
2884,1922,CHILE,-26.29,-80.1,tsunami,,,,
2885,1922,CHILE,-28.467,-71.22,tsunami,,,,
2886,1922,CHILE,-29.95,-71.3353,tsunami,,200,,
2887,1922,JAPAN,35.167,139.617,tsunami,,,,
2888,1922,JAPAN,38.3,141.5,tsunami,,,,
2889,1922,JAPAN,35.75,140.867,tsunami,,,,
2890,1922,JAPAN,43.2781,145.5678,tsunami,,,,
2891,1922,JAPAN,32.433,131.667,tsunami,,,,
2892,1922,JAPAN,34.683,135.183,tsunami,,,,
2893,1922,JAPAN,33.467,135.783,tsunami,,,,
2894,1922,JAPAN,32.733,129.867,tsunami,,,,
2895,1922,JAPAN,39.017,141.75,tsunami,30,,,
2896,1922,JAPAN,35.95,137.27,tsunami,,,,
2897,1922,TAIWAN,22.63,120.27,tsunami,,,,
2898,1922,TAIWAN,25.15,121.75,tsunami,,,,
2899,1922,TAIWAN,25.172,121.4429,tsunami,,,,
2902,1922,NEW ZEALAND,-45.82,170.65,tsunami,,,,
2903,1922,NEW ZEALAND,-44.392,171.254,tsunami,,,,
2904,1922,NEW ZEALAND,-39.95,174.98,tsunami,,,,
2905,1922,NEW ZEALAND,-43.22,174.78,tsunami,,,,
2906,1922,SAMOA,-13.83,-171.767,tsunami,,,,
2907,1922,PERU,-12.05,-77.15,tsunami,,,,
2908,1922,PHILIPPINES,6.91,122.074,tsunami,,,,
2909,1922,PHILIPPINES,6.71,121.973,tsunami,,,,
2910,1922,PHILIPPINES,10.2,123.94,tsunami,,,,
2911,1922,PHILIPPINES,10.33,123.96,tsunami,,,,
2912,1922,PHILIPPINES,11.28,124.06,tsunami,,,,
2913,1922,PHILIPPINES,9.95,123.15,tsunami,,,,
2914,1923,USA,37.807,-122.465,tsunami,,,,
2915,1923,USA,37.807,-122.465,tsunami,,,,
2916,1923,USA,37.807,-122.465,tsunami,,,,
2917,1923,USA,33.717,-118.267,tsunami,,,,
2918,1923,USA,33.717,-118.267,tsunami,,,,
2919,1923,USA,32.715,-117.174,tsunami,,,,
2920,1923,USA,32.715,-117.174,tsunami,,,,
2921,1923,USA,36.97,-122.02,tsunami,,,,
2922,1923,USA,21.593,-158.1055,tsunami,,,,
2923,1923,USA,21.3067,-157.867,tsunami,,,,
2924,1923,USA,21.3067,-157.867,tsunami,,,,
2925,1923,USA,21.3067,-157.867,tsunami,,,,
2926,1923,USA,20.895,-156.477,tsunami,,,,
2927,1923,USA,19.7303,-155.0553,tsunami,,,,
2930,1923,USA,19.733,-155.067,tsunami,,1,,
2931,1923,JAPAN,38.3,141.5,tsunami,,,,
2932,1923,JAPAN,38.3,141.5,tsunami,,,,
2933,1923,JAPAN,38.3,141.5,tsunami,,,,
2934,1923,JAPAN,38.3,141.5,tsunami,,,,
2935,1923,JAPAN,43.2781,145.5678,tsunami,,,,
2936,1923,JAPAN,32.433,131.667,tsunami,,,,
2937,1923,JAPAN,32.433,131.667,tsunami,,,,
2938,1923,JAPAN,33.467,135.783,tsunami,,,,
2939,1923,JAPAN,33.467,135.783,tsunami,,,,
2940,1923,JAPAN,43.283,145.567,tsunami,,,,
2941,1923,JAPAN,35.04,139.07,tsunami,,,,
2966,1923,JAPAN,34.68,137.56,tsunami,,,,
2967,1923,JAPAN,35.71,140.16,tsunami,48,,,
2968,1923,JAPAN,34.95,139.56,tsunami,,,,
2969,1923,JAPAN,35.75,140.867,tsunami,,,,
2970,1923,JAPAN,35.3,139.48,tsunami,,,,
2971,1923,JAPAN,35.06,139.03,tsunami,,,,
2972,1923,JAPAN,35.693,139.983,tsunami,,,,
2973,1923,JAPAN,35.305,139.819,tsunami,,,,
2974,1923,JAPAN,35.683,139.767,tsunami,,,,
2975,1923,JAPAN,35.04,139.17,tsunami,,,,
2976,1923,JAPAN,35.267,139.567,tsunami,,,,
2977,1923,JAPAN,39.42,140.06,tsunami,,,,
2978,1923,JAPAN,35.133,139.85,tsunami,,,,
2979,1923,JAPAN,35.11,139.1,tsunami,,,,
2980,1923,JAPAN,38.417,141.267,tsunami,,,,
2981,1923,JAPAN,34.97,139.07,tsunami,300,,,
2982,1923,JAPAN,36.333,140.583,tsunami,,,,
2983,1923,JAPAN,35.1,140.1,tsunami,,,,
2984,1923,JAPAN,34.82,138.14,tsunami,,,,
2985,1923,JAPAN,35.133,140.25,tsunami,,,,
2986,1923,JAPAN,35.133,140.25,tsunami,,,,
2987,1923,JAPAN,36.08,136.49,tsunami,,,,
2988,1923,JAPAN,34.88,139.08,tsunami,,,,
2989,1923,JAPAN,35.39,139.94,tsunami,,,,
2990,1923,JAPAN,34.667,134.667,tsunami,,,,
2991,1923,JAPAN,35.15,140.18,tsunami,,,,
2992,1923,JAPAN,35.2,139.28,tsunami,,,,
2993,1923,JAPAN,34.97,139.12,tsunami,600,,,
2994,1923,JAPAN,35.39,140.03,tsunami,,,,
2995,1923,JAPAN,35.15,139.15,tsunami,,,,
2996,1923,JAPAN,34.917,139.817,tsunami,,,,
2997,1923,JAPAN,34.917,139.817,tsunami,,,,
2998,1923,JAPAN,35.14,139.619,tsunami,,,,
2999,1923,JAPAN,34.63,138.91,tsunami,,,,
3000,1923,JAPAN,35.66,139.55,tsunami,,,,
3001,1923,JAPAN,35.66,139.55,tsunami,,,,
3002,1923,JAPAN,35.0775,140.10419,tsunami,,,,
3003,1923,JAPAN,35.31,139.41,tsunami,,,,
3004,1923,JAPAN,34.833,139.067,tsunami,,,,
3005,1923,JAPAN,36.933,140.9,tsunami,,,,
3006,1923,JAPAN,34.667,135.5,tsunami,,,,
3007,1923,JAPAN,34.75,139.416,tsunami,,,,
3008,1923,JAPAN,34.083,136.2,tsunami,,,,
3009,1923,JAPAN,36.9,140.82,tsunami,,,,
3010,1923,JAPAN,36.9,140.82,tsunami,,,,
3011,1923,JAPAN,35.02,138.48,tsunami,,,,
3012,1923,JAPAN,34.667,138.95,tsunami,,,,
3013,1923,JAPAN,35.046089,139.073589,tsunami,,,,
3014,1923,JAPAN,34.697,138.974,tsunami,,,,
3015,1923,JAPAN,35.633,139.75,tsunami,,,,
3016,1923,JAPAN,34.67,138.98,tsunami,,,,
3017,1923,JAPAN,34.57,139.76,tsunami,,,,
3018,1923,JAPAN,34.57,139.76,tsunami,,,,
3019,1923,JAPAN,34.65,138.967,tsunami,,,,
3020,1923,JAPAN,36.33,139,tsunami,,,,
3021,1923,JAPAN,34.983,139.85,tsunami,,,,
3022,1923,JAPAN,34.483,136.817,tsunami,,,,
3023,1923,JAPAN,35.7,140.85,tsunami,,,,
3024,1923,JAPAN,35.65,139.8,tsunami,,,,
3025,1923,JAPAN,35.05,139.83,tsunami,,,,
3026,1923,JAPAN,35.53,134.78,tsunami,,,,
3027,1923,JAPAN,31.917,131.417,tsunami,,,,
3028,1923,JAPAN,33.49,133.567,tsunami,,,,
3029,1923,JAPAN,35.671,139.889,tsunami,,,,
3030,1923,JAPAN,35.02,139.05,tsunami,,,,
3031,1923,JAPAN,35.54,140.02,tsunami,,,,
3032,1923,JAPAN,35.04,139.09,tsunami,,,,
